institution_name,prov_terr,record_id,member,url,Program,Credential,Campus,Duration,Description,WIL
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MIRG&pln=MARINDRIG,Marine - Industrial Rigging,College Certificate,Institute of Technology Campus,1 Year,,Work Experience
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MEMT&pln=MEMTECH,Marine Engineering Management Technology,Advanced Diploma,Strait Area Campus,1.5 Years,,
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=METD&pln=METECHDIP,Marine Engineering Technology,Diploma,Strait Area Campus,2.5 Years,,
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MGEO&pln=MARGEOM,Marine Geomatics,Advanced Diploma,COGS,1 Year,,
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MMTN&pln=MARMECHTHN,Marine Mechanical Technician,Certificate,Strait Area Campus,1 Year,,
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MNMT&pln=MNMTECH,Marine Navigation Management Technology,Advanced Diploma,Strait Area Campus,1 Year,,
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MNTD&pln=MNTECHDIP,Marine Navigation Technology,Diploma,Strait Area Campus,3 Years,,
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=METG&pln=MECENGTECH,Mechanical Engineering Technology,Diploma,Ivany Campus,2 Years,,Work Experience
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MLTD&pln=MEDLABTECD,Medical Laboratory Technology,Diploma,Ivany Campus,3 Years,,Clinical Practicum I AND Clinical Practicum II AND Clinical Microbiology Practicum AND Transfusion Medicine Practicum AND Clinical Chemistry Practicum AND Hematology Practicum AND Histotechnology Practicum
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MOAS&pln=MEDOFFAS,Medical Office Administration,Certificate,Institute of Technology Campus AND Kingstec Campus AND Lunenburg Campus AND Marconi Campus AND Truro Campus,1 Year,,Work Experience
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MHRP&pln=MENTHEALTH,Mental Health Recovery and Promotion,Diploma,Burridge Campus,2 Years,,Mental Health Practicum I AND Mental Health Practicum II AND Mental Health Practicum III
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MTLFB&pln=METALFAB,Metal Fabrication,Diploma,Akerley Campus AND Marconi Campus,2 Years,,Work Experience AND Portfolio Work Experience
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MBRP&pln=MVBODYREP,Motor Vehicle Body Repair,Certificate,Akerley Campus,1 Year,,Work Experience I
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MPPR&pln=MOTOPOWER,Motorcycle and Power Products Repair,Certificate,Marconi Campus,1 Year,,Work Experience
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MARTS&pln=MUSARTS,Music Arts,Diploma,Ivany Campus AND Marconi Campus,2 Years,,
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=AMBUS&pln=ARTMUSBUS,Music Business,Certificate,Ivany Campus,1 Year,,Work Experience
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=MPRE&pln=MUSPRODENG,Music Production and Engineering,Diploma,Ivany Campus,2 Years,,Work Experience
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=NRETD&pln=NATRESETD,Natural Resources Environmental Technology,Diploma,Lunenburg Campus AND Strait Area Campus,2 Years,,Work Experience I AND Work Experience II
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=NPLD&pln=NONPROFIT,Nonprofit Leadership,Advanced Diploma,eCampus,2 Years (Varies for part-time or blended studies),,
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=OHSD&pln=OHSAFETYD,Occupational Health and Safety,Diploma,Institute of Technology Campus,2 Years,,Work Experience AND Work Experience II
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=OTPT&pln=OTAPTA,Occupational Therapy / Physiotherapy Assistant,Diploma,Lunenburg Campus AND Cumberland Campus,2 Years,,Clinical Practicum I AND Clinical Practicum II AND Clinical Practicum III AND Clinical Internship
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=OCFA&pln=OCRESFAQ,Oceans Resources - Fisheries and Aquaculture,Diploma,Shelburne Campus,1 Year,,
Nova Scotia Community College (NSCC),Nova Scotia,48814492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.nscc.ca/learning_programs/programs/PlanDescr.aspx?prg=OTAD&pln=OCEANTECH,Oceans Technology,Advanced Diploma,Ivany Campus,1 Year,,Oceans Technology Internship
